RunOrder,Plot,RunDate,Block,Barcode,Firmness.kg,block,Date,HarvestPeriod,Entry,Alias,InstituteName,Species,Organization,Synonym,AcquisitionDate,CountryofOrigin,State,Year,Region
5270,3058,20240607,3,"3058,3,20B345P023,20240607",0.33,3,20240607,Harvest2,20B345P023,20B345P023,University of California,Fragaria x ananassa,UC DAVIS,20B345P023,20200101,Western US,California,2020,University of California
5121,3228,20240607,3,"3228,3,20B250P010,20240607",0.17,3,20240607,Harvest2,20B250P010,20B250P010,University of California,Fragaria x ananassa,UC DAVIS,20B250P010,20200101,Western US,California,2020,University of California
1217,2409,20240516,2,"2409,2,Donner,20240516",0.12,2,20240516,Harvest1,36C039P004,Donner,University of California,Fragaria x ananassa,UC DAVIS,Donner,19360101,Western US,California,1936,University of California
4689,2409,20240606,2,"2409,2,Donner,20240606",0.04,2,20240606,Harvest2,36C039P004,Donner,University of California,Fragaria x ananassa,UC DAVIS,Donner,19360101,Western US,California,1936,University of California
5197,3144,20240607,3,"3144,3,20B251P110,20240607",0.22,3,20240607,Harvest2,20B251P110,20B251P110,University of California,Fragaria x ananassa,UC DAVIS,20B251P110,20200101,Western US,California,2020,University of California
2414,3144,20240517,3,"3144,3,20B251P110,20240517",0.37,3,20240517,Harvest1,20B251P110,20B251P110,University of California,Fragaria x ananassa,UC DAVIS,20B251P110,20200101,Western US,California,2020,University of California
5198,3144,20240607,3,"3144,3,20B251P110,20240607",0.15,3,20240607,Harvest2,20B251P110,20B251P110,University of California,Fragaria x ananassa,UC DAVIS,20B251P110,20200101,Western US,California,2020,University of California
2412,3144,20240517,3,"3144,3,20B251P110,20240517",0.32,3,20240517,Harvest1,20B251P110,20B251P110,University of California,Fragaria x ananassa,UC DAVIS,20B251P110,20200101,Western US,California,2020,University of California
5196,3144,20240607,3,"3144,3,20B251P110,20240607",0.2,3,20240607,Harvest2,20B251P110,20B251P110,University of California,Fragaria x ananassa,UC DAVIS,20B251P110,20200101,Western US,California,2020,University of California
2413,3144,20240517,3,"3144,3,20B251P110,20240517",0.55,3,20240517,Harvest1,20B251P110,20B251P110,University of California,Fragaria x ananassa,UC DAVIS,20B251P110,20200101,Western US,California,2020,University of California
1145,2157,20240516,2,"2157,2,19B094P057,20240516",0.24,2,20240516,Harvest1,19B094P057,19B094P057,University of California,Fragaria x ananassa,UC DAVIS,19B094P057,20190101,Western US,California,2019,University of California
1143,2157,20240516,2,"2157,2,19B094P057,20240516",0.27,2,20240516,Harvest1,19B094P057,19B094P057,University of California,Fragaria x ananassa,UC DAVIS,19B094P057,20190101,Western US,California,2019,University of California
1144,2157,20240516,2,"2157,2,19B094P057,20240516",0.29,2,20240516,Harvest1,19B094P057,19B094P057,University of California,Fragaria x ananassa,UC DAVIS,19B094P057,20190101,Western US,California,2019,University of California
1223,2412,20240516,2,"2412,2,Petaluma,20240516",0.23,2,20240516,Harvest1,08C020P602,Petaluma,University of California,Fragaria x ananassa,UC DAVIS,Petaluma,20080101,Western US,California,2008,University of California
2614,3234,20240517,3,"3234,3,20B330P070,20240517",0.58,3,20240517,Harvest1,20B330P070,20B330P070,University of California,Fragaria x ananassa,UC DAVIS,20B330P070,20200101,Western US,California,2020,University of California
4941,3234,20240607,3,"3234,3,20B330P070,20240607",0.22,3,20240607,Harvest2,20B330P070,20B330P070,University of California,Fragaria x ananassa,UC DAVIS,20B330P070,20200101,Western US,California,2020,University of California
2613,3234,20240517,3,"3234,3,20B330P070,20240517",0.17,3,20240517,Harvest1,20B330P070,20B330P070,University of California,Fragaria x ananassa,UC DAVIS,20B330P070,20200101,Western US,California,2020,University of California
4940,3234,20240607,3,"3234,3,20B330P070,20240607",0.16,3,20240607,Harvest2,20B330P070,20B330P070,University of California,Fragaria x ananassa,UC DAVIS,20B330P070,20200101,Western US,California,2020,University of California
4935,3235,20240607,3,"3235,3,20B241P068,20240607",0.21,3,20240607,Harvest2,20B241P068,20B241P068,University of California,Fragaria x ananassa,UC DAVIS,20B241P068,20200101,Western US,California,2020,University of California
4936,3235,20240607,3,"3235,3,20B241P068,20240607",0.34,3,20240607,Harvest2,20B241P068,20B241P068,University of California,Fragaria x ananassa,UC DAVIS,20B241P068,20200101,Western US,California,2020,University of California
4673,2415,20240606,2,"2415,2,UC_Keystone,20240606",0.11,2,20240606,Harvest2,17C138P062,UC_Keystone,University of California,Fragaria x ananassa,UC DAVIS,UCD_Keystone,20170101,Western US,California,2017,University of California
1213,2415,20240516,2,"2415,2,UC_Keystone,20240516",0.19,2,20240516,Harvest1,17C138P062,UC_Keystone,University of California,Fragaria x ananassa,UC DAVIS,UCD_Keystone,20170101,Western US,California,2017,University of California
1211,2415,20240516,2,"2415,2,UC_Keystone,20240516",0.22,2,20240516,Harvest1,17C138P062,UC_Keystone,University of California,Fragaria x ananassa,UC DAVIS,UCD_Keystone,20170101,Western US,California,2017,University of California
4946,3236,20240607,3,"3236,3,93C226P001,20240607",0.15,3,20240607,Harvest2,93C226P001,93C226P001,University of California,Fragaria x ananassa,UC DAVIS,93C226P001,19930101,Western US,California,1993,University of California
1955,3236,20240517,3,"3236,3,93C226P001,20240517",0.11,3,20240517,Harvest1,93C226P001,93C226P001,University of California,Fragaria x ananassa,UC DAVIS,93C226P001,19930101,Western US,California,1993,University of California
1954,3236,20240517,3,"3236,3,93C226P001,20240517",0.17,3,20240517,Harvest1,93C226P001,93C226P001,University of California,Fragaria x ananassa,UC DAVIS,93C226P001,19930101,Western US,California,1993,University of California
4945,3236,20240607,3,"3236,3,93C226P001,20240607",0.25,3,20240607,Harvest2,93C226P001,93C226P001,University of California,Fragaria x ananassa,UC DAVIS,93C226P001,19930101,Western US,California,1993,University of California
1953,3236,20240517,3,"3236,3,93C226P001,20240517",0.27,3,20240517,Harvest1,93C226P001,93C226P001,University of California,Fragaria x ananassa,UC DAVIS,93C226P001,19930101,Western US,California,1993,University of California
1940,3237,20240517,3,"3237,3,19B094P057,20240517",0.18,3,20240517,Harvest1,19B094P057,19B094P057,University of California,Fragaria x ananassa,UC DAVIS,19B094P057,20190101,Western US,California,2019,University of California
1236,2417,20240516,2,"2417,2,72C271P105,20240516",0.3,2,20240516,Harvest1,72C271P105,72C271P105,University of California,Fragaria x ananassa,UC DAVIS,72C271P105,19720101,Western US,California,1972,University of California
4713,2417,20240606,2,"2417,2,72C271P105,20240606",0.25,2,20240606,Harvest2,72C271P105,72C271P105,University of California,Fragaria x ananassa,UC DAVIS,72C271P105,19720101,Western US,California,1972,University of California
4712,2417,20240606,2,"2417,2,72C271P105,20240606",0.14,2,20240606,Harvest2,72C271P105,72C271P105,University of California,Fragaria x ananassa,UC DAVIS,72C271P105,19720101,Western US,California,1972,University of California
1238,2417,20240516,2,"2417,2,72C271P105,20240516",0.31,2,20240516,Harvest1,72C271P105,72C271P105,University of California,Fragaria x ananassa,UC DAVIS,72C271P105,19720101,Western US,California,1972,University of California
4711,2417,20240606,2,"2417,2,72C271P105,20240606",0.18,2,20240606,Harvest2,72C271P105,72C271P105,University of California,Fragaria x ananassa,UC DAVIS,72C271P105,19720101,Western US,California,1972,University of California
1237,2417,20240516,2,"2417,2,72C271P105,20240516",0.33,2,20240516,Harvest1,72C271P105,72C271P105,University of California,Fragaria x ananassa,UC DAVIS,72C271P105,19720101,Western US,California,1972,University of California
1204,2418,20240516,2,"2418,2,18A917P739,20240516",0.14,2,20240516,Harvest1,18A917P739,18A917P739,University of California,Fragaria x ananassa,UC DAVIS,18A917P739,20180101,Western US,California,2018,University of California
1203,2418,20240516,2,"2418,2,18A917P739,20240516",0.17,2,20240516,Harvest1,18A917P739,18A917P739,University of California,Fragaria x ananassa,UC DAVIS,18A917P739,20180101,Western US,California,2018,University of California
4719,2418,20240606,2,"2418,2,18A917P739,20240606",0.25,2,20240606,Harvest2,18A917P739,18A917P739,University of California,Fragaria x ananassa,UC DAVIS,18A917P739,20180101,Western US,California,2018,University of California
4718,2418,20240606,2,"2418,2,18A917P739,20240606",0.14,2,20240606,Harvest2,18A917P739,18A917P739,University of California,Fragaria x ananassa,UC DAVIS,18A917P739,20180101,Western US,California,2018,University of California
4717,2418,20240606,2,"2418,2,18A917P739,20240606",0.12,2,20240606,Harvest2,18A917P739,18A917P739,University of California,Fragaria x ananassa,UC DAVIS,18A917P739,20180101,Western US,California,2018,University of California
1202,2418,20240516,2,"2418,2,18A917P739,20240516",0.16,2,20240516,Harvest1,18A917P739,18A917P739,University of California,Fragaria x ananassa,UC DAVIS,18A917P739,20180101,Western US,California,2018,University of California
1795,3066,20240517,3,"3066,3,Santana,20240517",0.21,3,20240517,Harvest1,77C036P604,Santana,University of California,Fragaria x ananassa,UC DAVIS,Santana,19770101,Western US,California,1977,University of California
1934,3240,20240517,3,"3240,3,20B239P005,20240517",0.17,3,20240517,Harvest1,20B239P005,20B239P005,University of California,Fragaria x ananassa,UC DAVIS,20B239P005,20200101,Western US,California,2020,University of California
4932,3240,20240607,3,"3240,3,20B239P005,20240607",0.47,3,20240607,Harvest2,20B239P005,20B239P005,University of California,Fragaria x ananassa,UC DAVIS,20B239P005,20200101,Western US,California,2020,University of California
1935,3240,20240517,3,"3240,3,20B239P005,20240517",0.4,3,20240517,Harvest1,20B239P005,20B239P005,University of California,Fragaria x ananassa,UC DAVIS,20B239P005,20200101,Western US,California,2020,University of California
4758,3241,20240607,3,"3241,3,05C165P001,20240607",0.26,3,20240607,Harvest2,05C165P001,05C165P001,University of California,Fragaria x ananassa,UC DAVIS,05C165P001,20050101,Western US,California,2005,University of California
1433,2164,20240516,2,"2164,2,20C495P007,20240516",0.19,2,20240516,Harvest1,20C495P007,20C495P007,University of California,Fragaria x ananassa,UC DAVIS,20C495P007,20200101,Western US,California,2020,University of California
4520,2164,20240606,2,"2164,2,20C495P007,20240606",0.25,2,20240606,Harvest2,20C495P007,20C495P007,University of California,Fragaria x ananassa,UC DAVIS,20C495P007,20200101,Western US,California,2020,University of California
1431,2164,20240516,2,"2164,2,20C495P007,20240516",0.19,2,20240516,Harvest1,20C495P007,20C495P007,University of California,Fragaria x ananassa,UC DAVIS,20C495P007,20200101,Western US,California,2020,University of California
4521,2164,20240606,2,"2164,2,20C495P007,20240606",0.14,2,20240606,Harvest2,20C495P007,20C495P007,University of California,Fragaria x ananassa,UC DAVIS,20C495P007,20200101,Western US,California,2020,University of California
2605,3241,20240517,3,"3241,3,05C165P001,20240517",0.32,3,20240517,Harvest1,05C165P001,05C165P001,University of California,Fragaria x ananassa,UC DAVIS,05C165P001,20050101,Western US,California,2005,University of California
4617,2420,20240606,2,"2420,2,19C154P045,20240606",0.24,2,20240606,Harvest2,19C154P045,19C154P045,University of California,Fragaria x ananassa,UC DAVIS,19C154P045,20190101,Western US,California,2019,University of California
4615,2420,20240606,2,"2420,2,19C154P045,20240606",0.22,2,20240606,Harvest2,19C154P045,19C154P045,University of California,Fragaria x ananassa,UC DAVIS,19C154P045,20190101,Western US,California,2019,University of California
1519,2253,20240516,2,"2253,2,20B341P013,20240516",0.19,2,20240516,Harvest1,20B341P013,20B341P013,University of California,Fragaria x ananassa,UC DAVIS,20B341P013,20200101,Western US,California,2020,University of California
1521,2253,20240516,2,"2253,2,20B341P013,20240516",0.14,2,20240516,Harvest1,20B341P013,20B341P013,University of California,Fragaria x ananassa,UC DAVIS,20B341P013,20200101,Western US,California,2020,University of California
1405,2166,20240516,2,"2166,2,18C348P037,20240516",0.21,2,20240516,Harvest1,18C348P037,18C348P037,University of California,Fragaria x ananassa,UC DAVIS,18C348P037,20180101,Western US,California,2018,University of California
4278,2166,20240606,2,"2166,2,18C348P037,20240606",0.27,2,20240606,Harvest2,18C348P037,18C348P037,University of California,Fragaria x ananassa,UC DAVIS,18C348P037,20180101,Western US,California,2018,University of California
1404,2166,20240516,2,"2166,2,18C348P037,20240516",0.19,2,20240516,Harvest1,18C348P037,18C348P037,University of California,Fragaria x ananassa,UC DAVIS,18C348P037,20180101,Western US,California,2018,University of California
4277,2166,20240606,2,"2166,2,18C348P037,20240606",0.06,2,20240606,Harvest2,18C348P037,18C348P037,University of California,Fragaria x ananassa,UC DAVIS,18C348P037,20180101,Western US,California,2018,University of California
1403,2166,20240516,2,"2166,2,18C348P037,20240516",0.26,2,20240516,Harvest1,18C348P037,18C348P037,University of California,Fragaria x ananassa,UC DAVIS,18C348P037,20180101,Western US,California,2018,University of California
1416,2167,20240516,2,"2167,2,19C119P010,20240516",0.41,2,20240516,Harvest1,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
4241,2167,20240606,2,"2167,2,19C119P010,20240606",0.13,2,20240606,Harvest2,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
4240,2167,20240606,2,"2167,2,19C119P010,20240606",0.17,2,20240606,Harvest2,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
1414,2167,20240516,2,"2167,2,19C119P010,20240516",0.32,2,20240516,Harvest1,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
1415,2167,20240516,2,"2167,2,19C119P010,20240516",0.28,2,20240516,Harvest1,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
4242,2167,20240606,2,"2167,2,19C119P010,20240606",0.13,2,20240606,Harvest2,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
4201,2168,20240606,2,"2168,2,89C206P002,20240606",0.29,2,20240606,Harvest2,89C206P002,89C206P002,University of California,Fragaria x ananassa,UC DAVIS,89C206P002,19890101,Western US,California,1989,University of California
1534,2168,20240516,2,"2168,2,89C206P002,20240516",0.27,2,20240516,Harvest1,89C206P002,89C206P002,University of California,Fragaria x ananassa,UC DAVIS,89C206P002,19890101,Western US,California,1989,University of California
1533,2168,20240516,2,"2168,2,89C206P002,20240516",0.18,2,20240516,Harvest1,89C206P002,89C206P002,University of California,Fragaria x ananassa,UC DAVIS,89C206P002,19890101,Western US,California,1989,University of California
1535,2168,20240516,2,"2168,2,89C206P002,20240516",0.18,2,20240516,Harvest1,89C206P002,89C206P002,University of California,Fragaria x ananassa,UC DAVIS,89C206P002,19890101,Western US,California,1989,University of California
1582,2426,20240516,2,"2426,2,19B022P035,20240516",0.19,2,20240516,Harvest1,19B022P035,19B022P035,University of California,Fragaria x ananassa,UC DAVIS,19B022P035,20190101,Western US,California,2019,University of California
1583,2426,20240516,2,"2426,2,19B022P035,20240516",0.27,2,20240516,Harvest1,19B022P035,19B022P035,University of California,Fragaria x ananassa,UC DAVIS,19B022P035,20190101,Western US,California,2019,University of California
4651,2426,20240606,2,"2426,2,19B022P035,20240606",0.15,2,20240606,Harvest2,19B022P035,19B022P035,University of California,Fragaria x ananassa,UC DAVIS,19B022P035,20190101,Western US,California,2019,University of California
4650,2426,20240606,2,"2426,2,19B022P035,20240606",0.17,2,20240606,Harvest2,19B022P035,19B022P035,University of California,Fragaria x ananassa,UC DAVIS,19B022P035,20190101,Western US,California,2019,University of California
4652,2426,20240606,2,"2426,2,19B022P035,20240606",0.09,2,20240606,Harvest2,19B022P035,19B022P035,University of California,Fragaria x ananassa,UC DAVIS,19B022P035,20190101,Western US,California,2019,University of California
4594,2427,20240606,2,"2427,2,08C182P002,20240606",0.32,2,20240606,Harvest2,08C182P002,08C182P002,University of California,Fragaria x ananassa,UC DAVIS,08C182P002,20080101,Western US,California,2008,University of California
4593,2427,20240606,2,"2427,2,08C182P002,20240606",0.27,2,20240606,Harvest2,08C182P002,08C182P002,University of California,Fragaria x ananassa,UC DAVIS,08C182P002,20080101,Western US,California,2008,University of California
1609,2427,20240516,2,"2427,2,08C182P002,20240516",0.36,2,20240516,Harvest1,08C182P002,08C182P002,University of California,Fragaria x ananassa,UC DAVIS,08C182P002,20080101,Western US,California,2008,University of California
1607,2427,20240516,2,"2427,2,08C182P002,20240516",0.5,2,20240516,Harvest1,08C182P002,08C182P002,University of California,Fragaria x ananassa,UC DAVIS,08C182P002,20080101,Western US,California,2008,University of California
1608,2427,20240516,2,"2427,2,08C182P002,20240516",0.46,2,20240516,Harvest1,08C182P002,08C182P002,University of California,Fragaria x ananassa,UC DAVIS,08C182P002,20080101,Western US,California,2008,University of California
4592,2427,20240606,2,"2427,2,08C182P002,20240606",0.22,2,20240606,Harvest2,08C182P002,08C182P002,University of California,Fragaria x ananassa,UC DAVIS,08C182P002,20080101,Western US,California,2008,University of California
1579,2428,20240516,2,"2428,2,Oso_Grande,20240516",0.27,2,20240516,Harvest1,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
1580,2428,20240516,2,"2428,2,Oso_Grande,20240516",0.23,2,20240516,Harvest1,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
1581,2428,20240516,2,"2428,2,Oso_Grande,20240516",0.27,2,20240516,Harvest1,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
4654,2428,20240606,2,"2428,2,Oso_Grande,20240606",0.17,2,20240606,Harvest2,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
4653,2428,20240606,2,"2428,2,Oso_Grande,20240606",0.21,2,20240606,Harvest2,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
1192,2429,20240516,2,"2429,2,17C721P606,20240516",0.44,2,20240516,Harvest1,17C721P606,17C721P606,University of California,Fragaria x ananassa,UC DAVIS,17C721P606,20170101,Western US,California,2017,University of California
4540,2429,20240606,2,"2429,2,17C721P606,20240606",0.21,2,20240606,Harvest2,17C721P606,17C721P606,University of California,Fragaria x ananassa,UC DAVIS,17C721P606,20170101,Western US,California,2017,University of California
4538,2429,20240606,2,"2429,2,17C721P606,20240606",0.18,2,20240606,Harvest2,17C721P606,17C721P606,University of California,Fragaria x ananassa,UC DAVIS,17C721P606,20170101,Western US,California,2017,University of California
1193,2429,20240516,2,"2429,2,17C721P606,20240516",0.4,2,20240516,Harvest1,17C721P606,17C721P606,University of California,Fragaria x ananassa,UC DAVIS,17C721P606,20170101,Western US,California,2017,University of California
5458,3305,20240607,3,"3305,3,19C198P003,20240607",0.23,3,20240607,Harvest2,19C198P003,19C198P003,University of California,Fragaria x ananassa,UC DAVIS,19C198P003,20190101,Western US,California,2019,University of California
2213,3109,20240517,3,"3109,3,07C092P003,20240517",0.19,3,20240517,Harvest1,07C092P003,07C092P003,University of California,Fragaria x ananassa,UC DAVIS,07C092P003,20070101,Western US,California,2007,University of California
5005,3077,20240607,3,"3077,3,12C143P001,20240607",0.22,3,20240607,Harvest2,12C143P001,12C143P001,University of California,Fragaria x ananassa,UC DAVIS,12C143P001,20120101,Western US,California,2012,University of California
2212,3109,20240517,3,"3109,3,07C092P003,20240517",0.57,3,20240517,Harvest1,07C092P003,07C092P003,University of California,Fragaria x ananassa,UC DAVIS,07C092P003,20070101,Western US,California,2007,University of California
1971,3025,20240517,3,"3025,3,20B338P002,20240517",0.24,3,20240517,Harvest1,20B338P002,20B338P002,University of California,Fragaria x ananassa,UC DAVIS,20B338P002,20200101,Western US,California,2020,University of California
1970,3025,20240517,3,"3025,3,20B338P002,20240517",0.42,3,20240517,Harvest1,20B338P002,20B338P002,University of California,Fragaria x ananassa,UC DAVIS,20B338P002,20200101,Western US,California,2020,University of California
1201,2431,20240516,2,"2431,2,18C872P853,20240516",0.22,2,20240516,Harvest1,18C872P853,18C872P853,University of California,Fragaria x ananassa,UC DAVIS,18C872P853,20180101,Western US,California,2018,University of California
1200,2431,20240516,2,"2431,2,18C872P853,20240516",0.34,2,20240516,Harvest1,18C872P853,18C872P853,University of California,Fragaria x ananassa,UC DAVIS,18C872P853,20180101,Western US,California,2018,University of California
4950,3252,20240607,3,"3252,3,19C199P016,20240607",0.23,3,20240607,Harvest2,19C199P016,19C199P016,University of California,Fragaria x ananassa,UC DAVIS,19C199P016,20190101,Western US,California,2019,University of California
2659,3253,20240517,3,"3253,3,18C347P034,20240517",0.17,3,20240517,Harvest1,18C347P034,18C347P034,University of California,Fragaria x ananassa,UC DAVIS,18C347P034,20180101,Western US,California,2018,University of California
4690,2265,20240606,2,"2265,2,12C100P002,20240606",0.09,2,20240606,Harvest2,12C100P002,12C100P002,University of California,Fragaria x ananassa,UC DAVIS,12C100P002,20120101,Western US,California,2012,University of California
1058,2265,20240516,2,"2265,2,12C100P002,20240516",0.28,2,20240516,Harvest1,12C100P002,12C100P002,University of California,Fragaria x ananassa,UC DAVIS,12C100P002,20120101,Western US,California,2012,University of California
1056,2265,20240516,2,"2265,2,12C100P002,20240516",0.2,2,20240516,Harvest1,12C100P002,12C100P002,University of California,Fragaria x ananassa,UC DAVIS,12C100P002,20120101,Western US,California,2012,University of California
4692,2265,20240606,2,"2265,2,12C100P002,20240606",0.15,2,20240606,Harvest2,12C100P002,12C100P002,University of California,Fragaria x ananassa,UC DAVIS,12C100P002,20120101,Western US,California,2012,University of California
3863,2345,20240606,2,"2345,2,11C151P001,20240606",0.15,2,20240606,Harvest2,11C151P001,11C151P001,University of California,Fragaria x ananassa,UC DAVIS,11C151P001,20110101,Western US,California,2011,University of California
3864,2345,20240606,2,"2345,2,11C151P001,20240606",0.19,2,20240606,Harvest2,11C151P001,11C151P001,University of California,Fragaria x ananassa,UC DAVIS,11C151P001,20110101,Western US,California,2011,University of California
3865,2345,20240606,2,"2345,2,11C151P001,20240606",0.35,2,20240606,Harvest2,11C151P001,11C151P001,University of California,Fragaria x ananassa,UC DAVIS,11C151P001,20110101,Western US,California,2011,University of California
1592,2345,20240516,2,"2345,2,11C151P001,20240516",0.28,2,20240516,Harvest1,11C151P001,11C151P001,University of California,Fragaria x ananassa,UC DAVIS,11C151P001,20110101,Western US,California,2011,University of California
1034,2346,20240516,2,"2346,2,19C198P037,20240516",0.27,2,20240516,Harvest1,19C198P037,19C198P037,University of California,Fragaria x ananassa,UC DAVIS,19C198P037,20190101,Western US,California,2019,University of California
3901,2346,20240606,2,"2346,2,19C198P037,20240606",0.29,2,20240606,Harvest2,19C198P037,19C198P037,University of California,Fragaria x ananassa,UC DAVIS,19C198P037,20190101,Western US,California,2019,University of California
1050,2267,20240516,2,"2267,2,20B341P034,20240516",0.2,2,20240516,Harvest1,20B341P034,20B341P034,University of California,Fragaria x ananassa,UC DAVIS,20B341P034,20200101,Western US,California,2020,University of California
4648,2267,20240606,2,"2267,2,20B341P034,20240606",0.14,2,20240606,Harvest2,20B341P034,20B341P034,University of California,Fragaria x ananassa,UC DAVIS,20B341P034,20200101,Western US,California,2020,University of California
1049,2267,20240516,2,"2267,2,20B341P034,20240516",0.26,2,20240516,Harvest1,20B341P034,20B341P034,University of California,Fragaria x ananassa,UC DAVIS,20B341P034,20200101,Western US,California,2020,University of California
2567,3084,20240517,3,"3084,3,20C495P007,20240517",0.2,3,20240517,Harvest1,20C495P007,20C495P007,University of California,Fragaria x ananassa,UC DAVIS,20C495P007,20200101,Western US,California,2020,University of California
5437,3084,20240607,3,"3084,3,20C495P007,20240607",0.26,3,20240607,Harvest2,20C495P007,20C495P007,University of California,Fragaria x ananassa,UC DAVIS,20C495P007,20200101,Western US,California,2020,University of California
2654,3257,20240517,3,"3257,3,19B022P035,20240517",0.22,3,20240517,Harvest1,19B022P035,19B022P035,University of California,Fragaria x ananassa,UC DAVIS,19B022P035,20190101,Western US,California,2019,University of California
2652,3257,20240517,3,"3257,3,19B022P035,20240517",0.26,3,20240517,Harvest1,19B022P035,19B022P035,University of California,Fragaria x ananassa,UC DAVIS,19B022P035,20190101,Western US,California,2019,University of California
2080,3258,20240517,3,"3258,3,18C779P035,20240517",0.2,3,20240517,Harvest1,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
2078,3258,20240517,3,"3258,3,18C779P035,20240517",0.42,3,20240517,Harvest1,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
1823,3004,20240517,3,"3004,3,17C137P611,20240517",0.24,3,20240517,Harvest1,17C137P611,17C137P611,University of California,Fragaria x ananassa,UC DAVIS,17C137P611,20170101,Western US,California,2017,University of California
5391,3004,20240607,3,"3004,3,17C137P611,20240607",0.24,3,20240607,Harvest2,17C137P611,17C137P611,University of California,Fragaria x ananassa,UC DAVIS,17C137P611,20170101,Western US,California,2017,University of California
5392,3004,20240607,3,"3004,3,17C137P611,20240607",0.2,3,20240607,Harvest2,17C137P611,17C137P611,University of California,Fragaria x ananassa,UC DAVIS,17C137P611,20170101,Western US,California,2017,University of California
5393,3004,20240607,3,"3004,3,17C137P611,20240607",0.38,3,20240607,Harvest2,17C137P611,17C137P611,University of California,Fragaria x ananassa,UC DAVIS,17C137P611,20170101,Western US,California,2017,University of California
1822,3004,20240517,3,"3004,3,17C137P611,20240517",0.16,3,20240517,Harvest1,17C137P611,17C137P611,University of California,Fragaria x ananassa,UC DAVIS,17C137P611,20170101,Western US,California,2017,University of California
1821,3004,20240517,3,"3004,3,17C137P611,20240517",0.27,3,20240517,Harvest1,17C137P611,17C137P611,University of California,Fragaria x ananassa,UC DAVIS,17C137P611,20170101,Western US,California,2017,University of California
4890,3005,20240607,3,"3005,3,19C190P016,20240607",0.17,3,20240607,Harvest2,19C190P016,19C190P016,University of California,Fragaria x ananassa,UC DAVIS,19C190P016,20190101,Western US,California,2019,University of California
4891,3005,20240607,3,"3005,3,19C190P016,20240607",0.17,3,20240607,Harvest2,19C190P016,19C190P016,University of California,Fragaria x ananassa,UC DAVIS,19C190P016,20190101,Western US,California,2019,University of California
2158,3005,20240517,3,"3005,3,19C190P016,20240517",0.36,3,20240517,Harvest1,19C190P016,19C190P016,University of California,Fragaria x ananassa,UC DAVIS,19C190P016,20190101,Western US,California,2019,University of California
2157,3005,20240517,3,"3005,3,19C190P016,20240517",0.55,3,20240517,Harvest1,19C190P016,19C190P016,University of California,Fragaria x ananassa,UC DAVIS,19C190P016,20190101,Western US,California,2019,University of California
4878,3006,20240607,3,"3006,3,12C169P003,20240607",0.33,3,20240607,Harvest2,12C169P003,12C169P003,University of California,Fragaria x ananassa,UC DAVIS,12C169P003,20120101,Western US,California,2012,University of California
4879,3006,20240607,3,"3006,3,12C169P003,20240607",0.53,3,20240607,Harvest2,12C169P003,12C169P003,University of California,Fragaria x ananassa,UC DAVIS,12C169P003,20120101,Western US,California,2012,University of California
1814,3006,20240517,3,"3006,3,12C169P003,20240517",0.34,3,20240517,Harvest1,12C169P003,12C169P003,University of California,Fragaria x ananassa,UC DAVIS,12C169P003,20120101,Western US,California,2012,University of California
5486,3260,20240607,3,"3260,3,20C420P052,20240607",0.22,3,20240607,Harvest2,20C420P052,20C420P052,University of California,Fragaria x ananassa,UC DAVIS,20C420P052,20200101,Western US,California,2020,University of California
2056,3260,20240517,3,"3260,3,20C420P052,20240517",0.13,3,20240517,Harvest1,20C420P052,20C420P052,University of California,Fragaria x ananassa,UC DAVIS,20C420P052,20200101,Western US,California,2020,University of California
5476,3261,20240607,3,"3261,3,20B315P023,20240607",0.21,3,20240607,Harvest2,20B315P023,20B315P023,University of California,Fragaria x ananassa,UC DAVIS,20B315P023,20200101,Western US,California,2020,University of California
